1,What are the disadvantages of first-past-the-post electoral systems?,NEGATIVE,"We all know the situation could arise in the U.S. where one candidate wins the popular vote but another one the electoral college. Given that the same could arise in the United Kingdom and other countries with a first-past-the-post or \"winner takes it all\" electoral system, what are the genuine disadvantages of first-past-the-post electoral systems? Besides the given examples?"
17,What challenges remain for online voting?,NEGATIVE,"In 2011, nearly a quarter (24.3%) of participating voters in Estonia cast their ballot by remote electronic voting (that is, on their computer/phone/tablet via the Internet). Several larger countries, including the United Kingdom (63M), France (65M), and the United States (312M) have experimented with the idea of Internet voting, but most applications are experimental or limited in scope. According to the Caltech/MIT voting technology project, Estonia’s success is in part due to: Widespread Internet penetration A legal structure that addresses Internet voting issues An identification system that allows for digital authentication of the voter A political culture supportive of Internet voting Detractors of Internet voting often highlight security flaws, though integrity of the secret ballot aside, it seems that we have (banking and medicine) systems that can handle information with sufficient security. Beyond this, what other categories of challenges prevent the widespread adoption of electronic voting? What challenges remain for online voting? Are they primarily technological or cultural?"
18,"",NEGATIVE,"In an IRV (instant-runoff voting) system you do not simply vote for one option, but you can rank options according to your preferences. Imagine that three candidates stand for election as mayor in your town. Candidate A (25%) Candidate B (30%) Candidate C (45%) In order for any candidate to win he would need at least 50% of the votes. Given that no candidate got the necessary votes, a runoff election will be held between the two strongest contenders. Normally this happens a while after the first election round. By using IRV you can conduct the runoff election directly after having counted the first round. As voters indicated their preferential ranking, you can eliminate the weakest candidate and redistribute the votes on his ballots according to the indicated second preference. This will be continued until at least one candidate gets 50% of the votes attributed to him. Everything happens in one election but is counted as often as there are rounds needed for one candidate to get at least 50% of the votes. Only in rare occasions can it happen that you need to conduct a second round of actual voting. In conclusion do they differ from standard majority elections that you always get a candidate that has at least 50% of the electorate backing her and you can do it in one single round of voting."
19,"",NEGATIVE,"The mathematical phenomenon you're talking about is Arrow's impossibility theorem. The wiki article has an informal proof. Specifically, the theorem states that there's no way to design a voting system such that all three of these criteria hold: If every voter prefers alternative X over alternative Y, then the group prefers X over Y. If every voter's preference between X and Y remains unchanged, then the group's preference between X and Y will also remain unchanged (even if voters' preferences between other pairs like X and Z, Y and Z, or Z and W change). There is no \"dictator\": no single voter possesses the power to always determine the group's preference. (The theorem is stated in terms of a rank-order voting system. The winner-take-all and first-past-the-post systems are degenerate cases of this; each voter is asked only for their first preference, and the candidate who is the first preference of a majority or plurality of voters wins.) Every democratic voting system fulfills the first and third criteria; therefore, they have to dispense with the second. This means that (for example) even if 60% of voters favor Candidate Alice over Candidate Bob, it's still possible for Bob to beat Alice. In a winner-take-all or first-past-the-post system, the way this would happen is through the introduction of a third candidate. If 30% of the voters now prefer Carl as their top choice, and all of those voters previously favored Alice over Bob, then Bob now has 40% of the vote while Alice and Carl each have 30%; Bob has beaten Alice. Voting systems such as instant-runoff voting can ameliorate this, but according to Arrow's impossibility theorem, they cannot entirely eliminate the possibility of a situation where Bob beats Alice even though a majority of the voters prefer Alice over Bob. The most important practical implication of this is that a democratic voting system can't entirely eliminate the spoiler effect. More broadly, it means the possibility always exists that it's in a voter's interest to vote in a way that doesn't reflect their true preferences; in other words, tactical voting is always a factor in elections. Most people in democratic countries accept this as an unfortunate reality of the system. Even so, some systems (such as winner-take-all) are more heavily impacted by tactical voting than others (such as instant-runoff)."
20,How does Single Transferable Vote work?,NEUTRAL,I've heard that some elections use single transferable vote. What is this and how does it work? How does it differ from a standard majority vote election?
21,"",NEGATIVE,"You're referring (I think) to Arrow's impossibility theorem, and \"voting can't be fair\" is an extremely common misinterpretation. What it actually says is that no rank-order voting system can simultaneously satisfy all of Arrow's criteria for the ideal voting system. First of all, the theorem only applies to rank-order voting, which is what most people are used to but not the only option out there. Rank-order voting is when you sort people in comparison to one another. FPTP is an example of rank-order voting, although the only ranks are \"#1\" and \"everyone else\". Another well-known system is the Borda count, where you rank everyone on the ballot, 1 through N. However, there's a totally separate class of voting called rated voting, where you judge each person individually. For example, on this site you don't sort the posts from best to worst; you take each one and either upvote it, downvote it, or abstain. This is essentially range voting (with the range set between -1 and 1), which is a type of rated voting. Arrow's impossibility theorem says nothing about rated voting, so it's possible for a voting system in this category to be fair, and indeed range voting has many advocates (I won't go so far as to say it's \"best\" because I'm not sure the experts will ever agree on that). Besides all that, Arrow's original criteria are quite strict. In particular, independence of irrelevant alternatives (adding a new candidate to an election shouldn't change the result unless they win -- it shouldn't result in another candidate that was in the election suddenly stealing the win from the original winner) is difficult to fully satisfy. Unfortunately, without it the system tends to suffer from the problem you mentioned upfront, strategic voting. For example, the Borda count is a rank-order voting system that satisfies all of Arrow's conditions except IIA, but is almost hilariously vulnerable to strategic voting -- you always want to rank your candidate's strongest opponent last, even if you actually like them second best. As to the last part of your question, using a weak voting system is definitely a real threat to fair voting, but Arrow's theorem doesn't just boil down to \"democracy is impossible\". There are many voting systems that are quite resistant to strategic voting, vote splitting, etc. The real problem is that we tend to not use them because they require more work. Plurality voting is attractive in that it requires checking one box, so it ends up in common use despite its problems. In short, we shouldn't worry too much about whether or not a voting system is perfect; picking one that's pretty good would be a vast improvement over the current situation in most elections"
22,"",NEGATIVE,"There are two challenges to online voting which can be seen as well technological as cultural. Challenge 1: You cannot at the same time have verifiability of an election and anonymous voting. This implies that you have to make a tradeoff between an anonymous election (as it is the case with paper ballots) and verifiability. If you want to be sure that each and every vote is counted, you have to identify every voter and provide him with a method to verify that his vote has been counted correctly. In order to do that you need to link voter to vote which would make an anonymous vote impossible. There are cultures (in working democracies) where public voting is common, so this is mostly a cultural question on how you see voting in those cultures. Nonetheless is there a risk, if a non-functioning democracy would implement a identity-linked voting system, that the regime could after the election prosecute the defectors. Challenge 2 Accessibility has to be always guaranteed While the penetration of modern technology has advanced, the knowledge on how to use it has not advanced at the same pace. In order for e-Voting to work (given Challenge 1 resolved) you would need to have people IT-literate enough to use a government-issued certificate to authenticate themselves and be able in general to use computers. This challenge will automatically be resolved over time, but at the moment, especially in ageing societies of the western hemisphere this is not a given fact."
24,Is it possible to implement an electronic voting system which is as secure as pen-and-paper voting?,NEGATIVE,"There is ongoing criticism of voting machines, due to the ease of manipulating the outcome of a vote that is counted digitally. I have heard the opinion that every computer-implemented voting procedure, including electronic voting via the internet, is in principle more susceptible to manipulation than traditional pen-and-paper voting. Is this true, or are there electronic voting concepts that have the desired properties of paper voting?"
25,"",NEGATIVE,"During the French revolution the most radical politics were sitting on left site, the most conservative on the right. So traditionally the conservatists (the ones who want to preserve existing order) are considered rightists, while the people who want to change it are considered leftists. This divide functions quite well in USA, where rightists (conservatists) are fighting for traditional American values such as right to possess arms and corporation-friendly law. In Europe the situation is much more complicated. Where the Nazi rightists or leftists? They wanted to overthrow the existing order. But they are considered rightists, because they glorified the right of the strong over the weak. In Europe someone who cares for weak and want to protect them from stronger is considered leftist. There comes also the attitude towards religion. The politics who consider religion as basis of social relations are considered rightists and those who oppose - leftist. However, there are christian-socialist parties which are both religious-driven and concentrated on the poorest and the weakest. On the other side we have radical liberal parties, which are both against religion and for the lower taxes and low social expenses, which are hard to classify as leftists or rightists."
26,"What are some examples of \"checks and balances\" outside of the United States?",NEGATIVE,"The three branches of the United States government (legislative, executive, and judicial) all participate in the governing process and in many cases can check the actions of another branch. Are there other systems of checks and balances that prevent a part of a government from overstepping its bounds different from the kind that the US uses?"
27,"",NEGATIVE,"\"Single transferable vote\" is a fairly apt name -- you still get one vote, but the system attempts to maximize its efficiency by transferring the vote between candidates, instead of just sticking you with whomever your top choice was. To do this, STV requires that you fill out a ranked ballot, sorting the candidates from most- to least-liked. To start with, everyone's #1 choice gets 1 vote, and the scores are summed. It's possible depending on the votes and the threshold for winning (which varies depending on the type of STV in use) that one person has enough votes to win. If they do and this is a single-seat election, that's it. If not: If there is a winner but the election is for multiple seats, the person who is over the threshold wins one of the seats. However, they might have more votes than they needed, and STV doesn't like wasting votes. It takes as many votes as it can from the winner (without dropping them under the threshold) and redistributes them to the remaining candidates (how this redistribution is decided also varies depending on the type of STV). This is why the voters need to select multiple options. Then we go back to the top and see if another person has crossed the threshold If there are still empty seats but nobody has enough votes to win one, we eliminate the person in last place and redistribute 100% of their votes to the remaining candidates, just like we do with the excess votes for the winner. Then we see if anybody has won You can see many examples of STV on Stack Exchange itself -- Meek STV is used to decide moderator elections. STV avoids many of the problems with plurality voting (see What are the disadvantages of first-past-the-post electoral systems?), while still remaining relatively simple. It's not even necessary to fill out the entire ballot (Stack Exchange only requires you select your top three choices), although with a large enough election or poor enough choices you run the risk of your vote not counting because none of your candidates made it to the end"
28,"",NEGATIVE,"There a few things that come to mind. Advantages: The votes are a representative sample of the whole population, not just the people who are active enough to want to vote. Because everyone has to vote, the whole country may become more politically literate and they might actually learn what their positions on different issues are, allowing them to make very informed decisions about their choice. Disadvantages: If Advantage 2 does not happen, the (majority/ large minority?) of people who vote might not actually know what the people running stand for, and because they have to vote, they must choose a candidate. This could have the effect of swaying the vote to the candidate that is worse in the long run. Although, that is all hypothetical, it might not happen. A possible result of Advantage 2 is that the country may become more politically divided much quicker. I know that the United States has started to become very politically divided, and I feel that it is very possible that it may have happened faster if everyone was very strong in knowing how they stand on every issue."
29,"",VERY_NEGATIVE,"The single transferable vote (STV) is a system where you can vote for more than one option at the same time, but in a ranked fashion. Your vote is first allocated to your first preference but if that doesn't meet the threshold for the next round is then allocated to your next-highest preference that is still in the run. Given the following situation: We have 5 candidates (A through E) and 20 voters that need to pick 3 winners. The following votes have been casted: Votes 4 2 8 4 1 1 Pref 1 A B C C D E Pref 2 / A D E / / The first step is to calculate the threshold needed for a choice to be win. In this case this is ((20 votes cast/(3 winners + 1)) + 1) = 6. We then get the following counting of the votes: Candidate A B C D E Rnd 1 4 2 8 + 4 1 1 Candidate C is the first winner as 12 > 6 Rnd 2 4 2 6 5 3 The surplus votes from C to the second choices. As no candidate reaches 6, B with the fewest votes is eliminated. Rnd 3 6 / 6 5 3 B's votes are distributed to the second preference. A reaches the threshold exactly, thus leaving no surplus to distribute. Rnd 4 6 / 6 5 3 None of the remaining candidates D or E reach the threshold, so the 3rd winner is D with the most votes over E. The result yields as winners: A, C and D In a traditional standard majority system, you would have had to organize three distinctive election rounds while with STV you could do it all with one ballot and one voting round."
31,How can a small poll accurately model an election?,NEGATIVE,"How can a pollster model or predict the outcome of an election in a large, demographically diverse populace with relatively small (one or two thousand people) sample sizes? Are people that predictable, statistically speaking?"
33,Who was the last US President to oversee a reduction in debt?,NEGATIVE,"As of 2012, the United States currently has ~16 trillion in debt. The last five presidents have all added to the overall debt*. Who is the last US president to decrease the total amount of debt owed by the Federal government? *(Including Bill Clinton; it is a common misconception that he paid down debt. He paid down some of the public debt, but the amount of intra-governmental debt increased offsetting the gains he made in paying off the public debt)"
35,Why is the UK Administration not separate from the house?,NEGATIVE,"In the UK, the lower house of parliament is also in charge of governmental bodies, as this web page shows. Why is the UK Government/Administration and House all rolled into one entity? The head of the majority party in the house is the prime minister making him the head of government/administration. Why not have a separate administration/government and house such as happens in america?"
36,Why does the US Congress have two chambers?,NEGATIVE,"Why does the US have separate houses (House of Representatives and Senate) to form Congress? Put another way, what is the reasoning behind a bicameral legislature in the USA?"
37,"",NEGATIVE,"This would depend on what you consider \"the desired properties of paper voting\". Applied Cryptography lists these requirements for secure online elections: Only registered voters can vote Voters can only vote once Nobody can determine a particular's voter's vote Nobody can change a voter's vote after it's been submitted Nobody can duplicate another voter's choice (voting for the same person, even without knowing who it is) Voters can verify that their vote was counted correctly Voting electronically in person is essentially the same as voting by physical ballot, so most of the conditions are satisfied. The problem is the lack of a paper trail: there's no guarantee that the machine has actually recorded the vote you told it, regardless of what it says on the screen (on the other hand, there's no guarantee that the poll worker didn't light your ballot on fire as soon as you turned around). Nonetheless, this could be solved by issuing each voter a unique ID and giving them a web interface that maps the ID to the vote, so they can check from home. Voting online is much more complicated and throws all the requirements into question. Presumably you have some way to issue each registered voter a unique nonce, even if it involves mailing it to them. Given this, there are cryptographic schemes that provide a way to let everyone submit their votes to a centralized tabulator (or even a decentralized system, although these tend to be infeasible and aren't necessary here anyway) that satisfies all these requirements. The easiest way to ensure a secret ballot is to anonymize the initial nonce distribution, although it's difficult for the voters to know for sure that this has been done (i.e. it requires a degree of trust in the central authority)"
38,"",NEGATIVE,"The last time the United States was debt free was during Andrew Jackson's presidency. It lasted entirely one year before the United States headed into a depression and the government needed to borrow money again. (NPR) In practice, sovereign debt is rarely ever fully paid off, and this isn't normally seen as a problem as long as the debt is growing more slowly than the tax base in the long run."
39,"In the United States, what is the difference between a registered and unregistered lobbyist?",NEGATIVE,"If a lobbyist in the US is simply an unelected person who advocates for legislation, what is the purpose in registering them? And with whom do they register? Are registered lobbyists given special consideration that unregistered lobbyists (or average citizens) are not?"
40,"",NEGATIVE,"The House of Representatives The purpose of the House of Representatives was to ensure adequate representation of the people to the Federal Government. This was expected to resolve the issue the rebels had with Britain not allocating representatives to the colonies, yet taxing them directly. Without a voice, the colonies had no recourse to new taxes directed to them. The Senate The purpose of the Senate was to ensure limited government and local state power. By giving each state two representatives, no one state had any greater power over another, like was possible in the house. Additionally, by having the Senate elected by the state house rather than majority, it further secured local state power at the federal level. This of course changed with the 17th Amendment, which required Senators be elected by the populous at large. Summary With both houses having their various power centers, federal level representatives could not do anything without the states agreeing, and vice verse. The combination of both was supposed to limit federal power overall."
41,"",NEGATIVE,"The U.S. Congress didn't actually start out bicameral; the original Articles of Confederation (the pre-Constitution) had a single house. The final Constitution split Congress into the House and Senate as a compromise between the large states (who naturally wanted representation to be tied to population) and the small states (who didn't want to get outvoted all day long by the larger states). Rather than pick one, they made two houses, one with representation by population and one with equal representation for each state. The side-benefit of this split is the two houses can have completely different rules, powers, etc., and can contribute to checks and balances by watching each other. For example, only the House is allowed to pass an article of impeachment, but it's the Senate's job to actually try the impeached official. The House focuses on internal matters, particularly money, while the Senate deals with foreign policy. More broadly, the Senate is thought to be the more mature of the houses. The minimum age is higher, and the senators serve longer terms. The House exists to serve the people as closely as possible (which is why they come from individual, relatively small districts) while the Senate exists to handle the harder, long-term issues"
42,What are the practical implications of Palestine's new observer-state status in the United Nations?,NEGATIVE,"Recently, The United Nations granted Palestine observer status. What, if anything, does this enable Palestine to do that they couldn't do before, or is the gesture simply a symbolic step?"
43,"",NEUTRAL,This is purely a symbolic step. The only real implication is that Palestine now has the right to have a permanent delegation to the U.N. Those employees get access to all the documents to prepare the meetings but to nothing which is not public anyway.
44,"",VERY_NEGATIVE,"We had \"nearly\" paid of the national debt in 1980. It was just below $800 billion at that point, after Truman began paying off WWII and the Great Depression: Reagan: 1980 was 907B - added $2.1T, up 275% in 1988 to $3T Bush I: 1988 was $3T - added $1.8T, up 63% in 1992 to $4.8T Clinton: 1992 was $4.8T - added $1.2T, up 22% in 2000 to $6T Bush II: 2000 was $5.1T - added $6.6T, up 129% in 2008 to $11.7T Obama: 2008 was $11.7T - added $4.3T, up 37% in 2012 to $16T Compiled directly from the numbers at the Dept. of the Treasury But to answer the question directly, I guess the last President to pay off/reduce debt was Carter, though all of them since WWII had been doing it. EDIT - With consideration to GDP, looking at spending vs revenue, a picture paints a thousand words. This is where each president left the Debt, as a percentage of what \"they had to spend\"."
45,"",NEGATIVE,"Some countries have a register of lobbyists, some do not and some have talked about it. Some suggest it to be compulsory, some it is optional. In the US people paid to lobby must register with the secretary of the Senate and the clerk of the House of Representatives within 45 days of contacting a legislator for the first time, or 45 days after being employed. An exception is that lobbyists who earn less than $3,000 per client for each quarter, or whose total lobbying expenses are less than $11,500 each quarter, do not need to register. Part-time lobbyists are exempt from registering unless they spend more than 20% of their working hours doing lobbying activities in any quarter. If lobbyists have two or more contacts with a legislator as a lobbyist, then they must register. Requirements for registering also apply to companies that specialize in lobbying, or ones that have an in-house lobbyist, particularly if they spend more than $11,500 on lobbying."
46,"",NEGATIVE,"I saw a really cool TED talk on this topic. Using cryptography, it is possible to give voters a code so that they can verify if their vote was counted correctly, but without the government knowing what you voted. Most people assume that in order to verify your vote, the government would have to have a database listing what everyone voted, instead of just keeping a tally. However, what you can do instead is store a encrypted version of your vote (E). After voting, the voter receives a code that is necessary to decrypt E. It is also possible to design the system so that the voter can not only see what they voted, but actually prove it. ie. the system makes in impossible to create a fake code showing the voted for someone else to frame the government for voter fraud"
47,What are the advantages/disadvantages of fixed-term elections?,NEGATIVE,"Fixed-term elections are those whose date can not be set by politicians. The US presidential election is perhaps the most prominent example of this. There are also elections, such as that for the Australian House of Representatives, which have a date effectively set by the head of government (so long as it falls within a certain number of years since the previous election). What are the advantages and disadvantages of these two systems?"
48,"",NEGATIVE,"Essentially, the key is to select a good random sample. In general, the sample is accurate to half of the square root of the number of people who are asked. Given the standard number of 1000 people, that means that the number should be accurate to within 17 people or so. Divide by the original 1000 people in half, and taking 17/500, and you have the traditional 3.4% error boundaries typically given for polling data. Specifically, the following is the key to a good poll: Random sampling with the same statistics as the base group. Unbiased poll workers, who will not influence the outcomes Truthful answering of questions. The person being asked will not change their mind between now and the real vote. Assuming that these are true, then we fall into the realm of sampling statistics. The general formula is sqrt((p-p^2)/n). Assuming that the race is nearly split, then this gives sqrt(.25/n), or 1/(2*sqrt(n)). Again, for the random sample of 1000, this will let you know how accurate one portion of the numbers is. Dividing it by the half of the full body, and you get 3.4%. If these are not true, then some corrective factor could be applied to the poll. This is where things get tricky. Most polls are conducted via phone. For those who do not have access to phones, this will skew the data. What is typically done to correct for these is to gather additional information about the person being polled, and correcting the overall data to better fit the model of who is actually voting."
49,Has range voting been successfully implemented anywhere?,NEUTRAL,"To improve upon traditional democracy, various alternatives to the normal up down voting have been put forth such as range voting. (Range voting is a voting method for one-seat elections under which voters score each candidate, the scores are added up, and the candidate with the highest score wins.) For example RangeVoting.org describes how range voting could work. I believe that San Francisco has experimented with something akin to this for their mayoral races. What are the largest elections that have had some variant of range voting applied and how successful were the results? Were the constituents happy with the outcomes and did range voting remain in place or was it repealed?"
50,What reforms have successfully avoided the issues of Gerrymandering?,NEGATIVE,"In democracies like the United States, Gerrymandering to construct districts with artificial boundaries such that incumbents and their parties are favored to win has been a long standing issue. While technically illegal, it seems to still happen. Some have put forth the idea of computer generated algorithmic redistricting, such as the shortest splitline algorithm put forth here: http://rangevoting.org/GerryExamples.html What are the largest jurisdictions where Gerrymandering has been effectively eliminated and how was that accomplished?"
51,"",NEGATIVE,"The largest barrier to online voting is ensuring that fraud does not occur. Somehow you have to have a method to verify that a user has voted, and identifying that user, while not allowing other users to identify who you have voted for. Also, the method of counting the votes has to be similarly protected. Let me divide this into two portions. Verifiability of the voter: This is quite a tricky thing, but there is an analog to it already in place in mail ballots. Most mail ballots have two envelopes which contains the ballot. The outer envelope contains enough information to identify the voter. A ballot worker will take this information, verify the ballot, and then place the inner envelope into the ballot pool. So long as this is managed correctly, it would work. The analog to this in the digital world would be to encrypt your data first with a public key that only the election office can decrypt (Along with a salt to ensure your data can't be guessed via a collision), and secondly with a signature that you have voted, something that presumably would be mailed to you. Your vote is passed to a computer server, which verifies you are eligible, and haven't voted, which then passes the still encrypted vote portion on to a second system, which records your votes. Still, there is some inherit danger in somehow frauding this system. There are some systems which allow for calculations on encrypted data, but for the most part, these are not yet ready for prime time. Still, these would allow for an even more secure system, one in which all votes could be public, but no one would know who voted for who. Counting the votes. After you have voted, your vote must be counted. But how can you actually verify that the vote was accurately recorded? Paper ballots give real tangible proof that there is something, and are rather hard to discard. Also, the polling places must keep track of the number of ballots used, and return even blank and spoiled ballots. Digitally, it would be quite easy to miss some of these votes, and not count them. Of course, the counting time is quite quick. One could imagine a system of verification by randomizing a large number of votes that were known to go a particular way, and auditing the system, perhaps even on election day, to ensure the system counted correctly. Conclusions While internet voting would be a fantastic thing, and the technology is starting to come to fruition, it could be abused, and has thus been taking a slow route. I could have mentioned other topics as well, like fraudulent voting sites, etc, but sufficeth to say there are a lot of complexities, and people who would exploit them. Someday we will get there, but the technology just isn't ready yet."
52,Which countries outside of the U.S. already have Freedom of Information laws?,NEGATIVE,"Given that the U.S. has a history of Freedom of Information laws nationwide as well as statewide, I was wondering whether you could answer which other countries already have similar laws. Those can range from simple freedom of information laws to full transparency laws (e.g. Hamburg, Germany) At the moment the only other country I know of is Germany and there the law is not nationwide."
54,"",NEUTRAL,"The United Nations (abbreviated UN in English, and ONU in French and Spanish), is an international organization whose stated aims are facilitating cooperation in international law, international security, economic development, social progress, human rights, and achievement of world peace. Questions relating to trans-national UN institutions should be tagged with un while questions relating to one or more of the 193 member states should be tagged with the appropriate local tag. You can learn more about the UN at the Wikipedia."
55,"",POSITIVE,"For questions on The United Nations, an international organization whose stated aims are facilitating cooperation in international law, international security, economic development, social progress, human rights, and achievement of world peace."
56,"",NEGATIVE,"Wikipedia has a complete list. Bottom line is, 96 countries have some form of such a law, the oldest dating to Sweden from 1766. Most of the big countries have such a law, the exceptions being Russia, Spain, Portugal, and Argentina. Rare to find such laws are in the Middle East, former Soviet Union, and Africa."
57,Does the Corporate tax rate negatively affect the economy?,NEGATIVE,"I've heard from many sources that the corporate tax rate has a detrimental effect on the economy, and that lowering it not only has the effect of stimulating the economy, but actually raises more revenue. Is this true?"
58,"",NEGATIVE,"Gerrymandering is surprisingly easy to avoid as long as the people in power are willing to make it that way, but if they're only in power because of gerrymandering you can have issues. Using a algorithm to calculate the lines is one way to do it, but not the only way and not necessarily even the best way (algorithms tend to happily do things like cutting a major city into pieces) I don't know that they're the largest, but several places credit Canada with having particularly fair districts. For example, here's Toronto: Canada manages this by leaving the redistricting to an independent body, Elections Canada. By \"independent\" I mean \"non-partisan\", which is very different than \"bipartisan\" and harder to achieve. Bipartisan groups (in the U.S., at least) have a reputation for maintaining the status quo by gerrymandering equally, so that both sides keep the seats they have forever. Independent groups theoretically have no such motivation, and will attempt to draw the fairest lines they can. Australia and the UK also use independent groups to handle redistricting, but it's less clear how successful they have been at avoiding gerrymandering"
59,How does a mandatory voting system affect the outcome of elections?,NEGATIVE,"Possible Duplicate: What are the advantages/disadvantages of a mandatory voting system? There are many countries where you are free to vote, but not free to choose to vote. How does mandatory voting affect the election process, and the country that requires it?"
61,How does the Patient Protection and Affordable Care Act (Obamacare) differ from Massachusetts health care reform (Romneycare)?,NEGATIVE,"These two laws at face value have many similarities, but it is difficult to spot the differences. How are these two bills alike, and how are they different?"
62,"",NEGATIVE,"The advantage is that it prevents the party in power strategically choosing the election timing so that it advantages them. Now sometimes a party lacks the numbers in parliament for the policies it wants to pass, and parliament ends up deadlocked. If the term is fixed, it prevents the party calling a new election to let the voters settle the issues."
63,"What is the \"Fiscal Cliff\" in the United States?",NEGATIVE,"I've heard a ton of information on the Fiscal Cliff of 2013, and I was wondering what it is, and how it will affect the country?"
64,What inhibits a winning candidate from doing exactly the opposite of what he promised?,NEUTRAL,"In theory the citizens vote for candidate X because they share his/her electoral offers or promises, but sometimes those candidates don't do what they said. So my question is: What prevents a winning candidate to do exactly the opposite of what he said during the electoral race? The words are moved by the wind, I can say anything to win an election and do exactly the opposite after I take the power."
65,Does a quorum to enter parliament guarantee government stability?,NEGATIVE,An argument in favor of quora enforced during elections to enter parliament is that it guarantees more stability for the governing parties and thus for the government. I was wondering whether this holds true and if yes which is the minimum quorum for which this is true.
